SEQN,RIDAGEYR,RIAGENDR
41736,1,Female
41737,2,Female
41738,2,Male
41739,1,Male
41740,1,Male
41742,1,Female
41743,1,Female
41744,2,Female
41745,2,Male
41746,2,Male
41747,2,Female
41748,2,Male
41749,2,Male
41750,1,Male
41751,2,Female
41752,2,Male
41753,1,Female
41754,1,Female
41755,2,Female
41756,2,Male
41757,1,Male
41758,1,Female
41759,1,Female
41760,2,Female
41761,2,Male
41762,1,Male
41763,1,Male
41764,1,Female
41766,2,Male
41767,1,Male
41768,2,Male
41769,1,Male
41770,2,Male
41771,2,Female
41772,1,Female
41773,2,Female
41774,1,Male
41775,2,Male
41776,2,Male
41777,2,Female
41778,2,Female
41779,2,Female
41780,2,Female
41781,1,Male
41782,1,Female
41783,2,Female
41784,2,Male
41785,2,Female
41787,2,Female
41788,2,Female
41789,1,Male
41791,1,Female
41792,1,Female
41793,1,Male
41794,1,Female
41795,1,Male
41796,2,Female
41797,1,Female
41798,1,Female
41799,2,Male
41800,1,Female
41801,2,Male
41802,2,Female
41804,2,Male
41805,2,Female
41806,1,Male
41807,1,Female
41808,2,Female
41809,1,Male
41811,2,Male
41812,1,Male
41813,1,Male
41814,1,Female
41815,1,Female
41816,2,Male
41817,1,Male
41818,2,Male
41819,1,Male
41820,2,Male
41821,2,Male
41822,1,Male
41823,2,Female
41824,2,Female
41825,2,Female
41826,1,Female
41827,1,Female
41828,2,Female
41829,1,Female
41830,1,Female
41831,2,Female
41832,1,Female
41833,2,Female
41834,1,Male
41835,1,Female
41836,2,Male
41837,1,Male
41838,2,Female
41839,2,Male
41840,2,Female
41841,2,Female
41842,1,Male
41843,2,Female
41844,2,Female
41845,1,Male
41846,2,Female
41847,2,Male
41848,1,Female
41849,1,Male
41850,1,Female
41851,1,Female
41852,1,Male
41853,1,Female
41854,2,Female
41855,1,Male
41856,1,Female
41857,2,Female
41858,1,Female
41859,2,Female
41860,1,Male
41861,2,Female
41862,2,Male
41863,2,Male
41864,1,Male
41865,1,Male
41866,2,Male
41867,1,Female
41868,1,Female
41869,1,Male
41870,1,Male
41871,2,Female
41872,1,Female
41873,2,Female
41874,2,Female
41875,2,Male
41877,2,Male
41878,2,Female
41879,2,Female
41880,1,Male
41881,1,Female
41882,2,Male
41883,2,Male
41884,2,Male
41885,2,Male
41886,1,Male
41887,1,Male
41888,1,Male
41889,1,Male
41890,2,Female
41891,1,Female
41892,2,Male
41893,1,Male
41894,2,Male
41895,2,Female
41896,1,Male
41897,1,Male
41898,2,Male
41899,1,Female
41900,2,Female
41901,1,Male
41902,1,Female
41903,1,Male
41904,2,Female
41905,1,Female
41906,1,Male
41907,2,Female
41908,2,Male
41909,1,Male
41910,1,Male
41911,2,Male
41912,2,Male
41913,1,Male
41914,1,Female
41915,2,Female
41916,1,Female
41917,1,Female
41918,2,Female
41919,2,Male
41920,2,Female
41921,1,Male
41922,2,Female
41923,2,Female
41924,1,Male
41925,1,Male
41926,1,Male
41927,1,Female
41928,2,Female
41929,2,Male
41930,1,Male
41931,1,Female
41932,2,Male
41934,1,Female
41935,2,Female
41936,1,Female
41937,2,Male
41938,1,Male
41939,2,Female
41940,2,Female
41941,1,Male
41942,2,Female
41943,1,Male
41944,2,Female
41945,1,Female
41946,2,Female
41947,1,Female
41948,1,Female
41949,2,Male
41950,2,Female
41951,1,Male
41952,2,Male
41953,2,Male
41954,1,Female
41955,1,Male
41956,2,Male
41957,1,Male
41958,1,Female
41959,1,Male
41960,2,Female
41961,1,Male
41962,1,Female
41963,1,Male
41964,1,Female
41965,2,Male
41966,1,Male
41967,1,Female
41968,1,Female
41969,2,Female
41970,1,Female
41971,1,Female
41972,2,Female
41973,1,Female
41974,1,Male
41975,2,Female
41976,2,Male
41977,1,Male
41978,2,Male
41979,1,Female
41981,2,Male
41982,2,Female
41983,2,Male
41984,2,Male
41985,1,Male
41986,1,Female
41987,1,Male
41988,2,Female
41989,1,Male
41990,1,Male
41991,1,Male
41992,2,Female
41993,2,Female
41994,1,Female
41995,2,Female
41996,1,Female
41997,1,Male
41998,1,Female
41999,1,Female
42000,1,Male
42001,1,Female
42002,1,Female
42003,1,Male
42004,1,Female
42005,1,Female
42006,1,Male
42007,1,Female
42008,1,Male
42009,2,Female
42010,1,Female
42011,1,Male
42013,2,Male
42015,2,Female
42016,1,Male
42017,2,Female
42018,1,Male
42019,1,Female
42020,2,Female
42021,1,Male
42022,2,Female
42023,2,Male
42024,1,Female
42025,2,Female
42026,1,Female
42027,2,Male
42028,1,Male
42029,2,Female
42030,2,Female
42031,1,Male
42032,2,Female
42033,1,Male
42034,1,Female
42035,1,Female
42036,1,Male
42037,1,Female
42038,1,Female
42039,1,Female
42040,1,Female
42041,1,Female
42042,1,Female
42043,1,Female
42044,2,Female
42045,1,Male
42046,1,Female
42047,2,Female
42048,1,Female
42049,1,Female
42050,1,Female
42051,2,Female
42052,2,Male
42053,2,Male
42054,2,Female
42055,2,Female
42056,2,Female
42057,1,Female
42058,2,Female
42059,1,Female
42060,1,Female
42061,2,Female
42062,1,Female
42063,1,Male
42064,2,Male
42065,2,Male
42066,2,Female
42067,1,Female
42068,1,Female
42069,2,Male
42070,1,Male
42071,2,Female
42072,1,Male
42073,1,Male
42074,1,Female
42075,1,Female
42076,2,Male
42077,1,Male
42078,2,Female
42079,1,Male
42080,1,Female
42081,1,Male
42082,1,Male
42083,1,Male
42084,2,Female
42085,2,Male
42086,2,Male
42087,2,Male
42088,2,Female
42089,1,Female
42090,2,Female
42091,1,Female
42092,1,Male
42093,1,Female
42094,2,Male
42095,2,Female
42096,1,Female
42097,1,Male
42098,1,Male
42099,1,Female
42100,1,Female
42101,1,Male
42102,2,Female
42103,2,Female
42104,2,Male
42105,1,Female
42106,1,Male
42107,1,Female
42108,2,Female
42109,2,Female
42110,2,Male
42111,1,Female
42112,1,Female
42113,2,Male
42114,1,Female
42115,1,Female
42116,2,Male
42117,1,Female
42118,2,Female
42119,2,Female
42120,1,Female
42121,2,Female
42122,2,Female
42123,1,Male
42124,1,Male
42125,1,Male
42126,1,Female
42127,2,Female
42128,2,Female
42129,2,Male
42130,2,Female
42131,1,Female
42132,2,Male
42133,2,Male
42134,2,Female
42135,1,Female
42136,1,Male
42137,1,Female
42138,2,Male
42139,1,Female
42140,2,Female
42141,2,Male
42142,2,Male
42143,2,Female
42144,2,Male
42145,1,Male
42146,1,Male
42147,2,Male
42150,2,Female
42151,2,Male
42152,2,Male
42153,1,Female
42154,1,Female
42155,1,Male
42156,1,Male
42157,2,Female
42159,2,Female
42160,2,Male
42161,1,Male
42162,2,Male
42163,1,Female
42164,1,Female
42165,1,Male
42166,1,Male
42167,2,Female
42168,2,Male
42169,1,Female
42170,1,Female
42171,1,Male
42172,2,Male
42173,1,Male
42174,2,Male
42175,2,Female
42176,2,Female
42177,2,Male
42178,2,Female
42179,1,Female
42180,1,Female
42181,1,Female
42182,1,Female
42183,2,Female
42184,1,Male
42185,1,Female
42186,2,Female
42187,2,Female
42188,2,Female
42189,1,Female
42190,1,Female
42191,1,Male
42192,2,Female
42193,1,Female
42194,2,Female
42195,1,Female
42196,2,Male
42197,1,Female
42198,2,Male
42199,2,Male
42200,1,Female
42201,1,Male
42202,2,Female
42203,2,Female
42204,2,Male
42205,1,Female
42206,2,Male
42207,2,Male
42208,2,Male
42209,2,Female
42210,2,Female
42211,2,Female
42212,1,Female
42213,2,Male
42214,2,Male
42215,1,Female
42216,2,Female
42217,2,Male
42218,1,Male
42219,2,Female
42220,1,Female
42221,1,Female
42222,2,Female
42223,1,Male
42224,1,Male
42225,1,Male
42226,2,Male
42227,1,Female
42228,1,Male
42229,1,Female
42230,2,Female
42231,1,Male
42232,2,Female
42234,1,Female
42235,2,Male
42236,1,Female
42237,1,Male
42238,1,Female
42239,1,Female
42240,2,Female
42241,1,Male
42242,1,Female
42243,1,Female
42244,1,Female
42245,2,Female
42246,2,Female
42247,2,Male
42248,2,Male
42249,1,Male
42250,1,Male
42251,1,Male
42252,2,Male
42253,2,Female
42255,1,Female
42256,2,Female
42257,1,Female
42258,2,Female
42260,1,Female
42261,1,Female
42262,1,Female
42263,2,Female
42264,2,Female
42265,1,Male
42266,2,Male
42267,1,Female
42268,1,Female
42269,2,Male
42270,1,Female
42271,1,Male
42272,1,Female
42273,1,Male
42274,2,Male
42275,2,Male
42276,2,Male
42277,2,Female
42278,1,Male
42279,2,Female
42280,2,Female
42281,2,Male
42282,1,Female
42283,2,Female
42284,2,Female
42285,2,Male
42286,1,Female
42287,2,Female
42288,2,Female
42289,2,Female
42290,1,Male
42291,2,Male
42292,2,Male
42293,1,Female
42294,1,Male
42295,2,Female
42296,2,Male
42297,2,Female
42298,2,Male
42299,1,Female
42300,2,Male
42301,2,Male
42302,1,Male
42303,2,Male
42304,2,Female
42305,1,Female
42306,1,Male
42307,2,Female
42308,2,Female
42309,2,Female
42310,1,Male
42311,2,Female
42312,2,Male
42313,1,Female
42314,1,Female
42315,2,Female
42317,2,Male
42318,1,Female
42319,1,Female
42320,2,Female
42321,2,Male
42322,2,Female
42323,1,Female
42324,2,Female
42325,1,Female
42326,1,Male
42327,1,Male
42328,1,Female
42329,1,Female
42330,2,Female
42331,2,Male
42332,2,Male
42333,2,Female
42334,1,Female
42335,1,Male
42336,1,Male
42337,2,Male
42338,1,Male
42339,2,Female
42340,2,Male
42341,2,Female
42342,1,Female
42343,1,Male
42344,1,Male
42345,2,Male
42346,1,Female
42347,1,Male
42349,1,Male
42350,2,Male
42351,2,Female
42353,1,Female
42354,1,Female
42355,1,Male
42356,2,Male
42357,2,Male
42358,2,Male
42359,1,Female
42360,2,Male
42361,2,Female
42362,1,Female
42363,1,Male
42364,1,Male
42365,2,Male
42366,2,Male
42367,1,Male
42368,1,Male
42369,2,Male
42370,1,Male
42371,1,Female
42373,2,Male
42374,2,Male
42375,1,Male
42376,2,Male
42377,1,Male
42378,2,Male
42379,2,Male
42380,2,Male
42381,1,Female
42382,2,Female
42383,1,Male
42384,1,Female
42385,2,Male
42386,1,Female
42387,1,Female
42388,1,Female
42389,2,Female
42390,2,Female
42391,1,Female
42392,2,Female
42393,1,Female
42395,2,Male
42396,1,Female
42397,2,Male
42398,1,Male
42399,1,Female
42400,1,Female
42401,2,Male
42402,2,Male
42403,1,Female
42404,1,Female
42405,2,Female
42406,1,Male
42407,2,Male
42408,1,Female
42409,2,Female
42410,2,Male
42411,2,Male
42412,1,Male
42413,2,Male
42414,1,Male
42415,1,Female
42416,1,Female
42417,2,Male
42418,1,Male
42420,1,Female
42421,1,Male
42422,1,Female
42423,1,Male
42424,2,Male
42425,2,Female
42426,2,Male
42427,2,Female
42428,1,Female
42429,1,Male
42430,1,Female
42431,1,Male
42432,2,Male
42433,1,Male
42434,1,Female
42435,1,Male
42436,2,Male
42437,1,Female
42438,2,Male
42439,1,Female
42440,1,Male
42441,1,Female
42442,1,Female
42443,1,Male
42444,2,Female
42445,2,Male
42446,1,Female
42448,1,Female
42449,1,Male
42450,2,Male
42451,2,Male
42452,1,Female
42453,1,Female
42454,2,Female
42455,1,Male
42456,2,Female
42457,1,Female
42458,1,Female
42459,2,Female
42460,1,Male
42461,1,Female
42462,1,Male
42463,2,Male
42464,2,Male
42465,1,Female
42466,2,Male
42467,2,Male
42469,1,Female
42470,1,Male
42471,1,Female
42472,2,Male
42473,1,Male
SEQN,RIAGENDR,RIDEXMON
31127,1,Female
31128,2,Male
31129,1,Female
31130,2,Female
31131,2,Female
31132,1,Female
31133,2,Female
31134,1,Female
31135,1,Female
31137,2,Male
31138,1,Male
31139,2,Female
31140,2,Male
31141,1,Female
31142,1,Male
31143,1,Female
31144,1,Female
31145,2,Female
31146,2,Female
31147,2,Female
31148,2,Male
31149,2,Female
31150,1,Female
31151,2,Male
31152,2,Male
31153,2,Male
31154,1,Female
31155,1,Female
31156,2,Female
31157,2,Female
31158,1,Male
31159,1,Female
31160,2,Female
31161,2,Male
31162,2,Female
31163,1,Male
31164,1,Male
31165,1,Female
31166,1,Female
31167,1,Female
31168,1,Female
31169,2,Male
31170,1,Female
31171,2,Female
31172,2,Male
31173,1,Female
31174,2,Male
31175,1,Female
31176,2,Male
31177,2,Male
31178,2,Male
31179,1,Female
31180,2,Female
31181,1,Female
31182,2,Male
31183,2,Female
31184,1,Male
31185,1,Female
31186,2,Female
31187,2,Male
31189,2,Male
31190,1,Male
31191,2,Male
31192,2,Female
31193,1,Male
31194,2,Male
31195,1,Female
31196,2,Female
31197,1,Female
31198,1,Female
31199,2,Female
31200,2,Female
31201,1,Female
31202,1,Female
31203,2,Male
31204,2,Female
31205,2,Male
31206,2,Male
31207,2,Male
31208,2,Male
31209,2,Male
31210,1,Male
31211,2,Male
31212,2,Male
31213,2,Male
31214,2,Female
31215,2,Female
31216,1,Male
31217,2,Female
31218,2,Male
31219,1,Male
31220,1,Female
31221,2,Female
31222,1,Female
31223,1,Male
31224,1,Male
31225,2,Male
31226,2,Male
31227,1,Female
31228,1,Female
31229,1,Male
31230,2,Female
31231,2,Male
31232,2,Female
31233,1,Female
31234,2,Female
31235,1,Female
31236,2,Male
31237,1,Female
31238,2,Female
31239,1,Female
31240,2,Female
31241,1,Female
31242,1,Female
31244,1,Female
31245,2,Male
31246,1,Female
31247,1,Male
31248,1,Male
31249,2,Male
31250,2,Female
31251,2,Male
31252,1,Male
31254,1,Male
31255,2,Male
31256,1,Male
31257,1,Male
31258,1,Female
31259,2,Female
31260,2,Female
31261,2,Female
31262,1,Male
31263,2,Male
31264,1,Female
31265,1,Female
31266,1,Male
31267,2,Female
31268,2,Female
31269,2,Male
31270,2,Male
31271,1,Female
31272,1,Female
31273,1,Female
31274,1,Male
31275,2,Female
31276,1,Male
31277,2,Male
31278,1,Male
31279,2,Female
31280,2,Female
31281,2,Female
31283,2,Male
31284,1,Female
31285,2,Female
31286,1,Male
31287,1,Female
31288,1,Male
31289,2,Male
31290,1,Female
31291,1,Male
31292,2,Female
31293,1,Male
31294,2,Female
31295,1,Female
31296,2,Female
31297,2,Female
31298,2,Male
31299,1,Male
31300,2,Female
31301,1,Male
31302,2,Female
31303,2,Male
31304,1,Male
31305,1,Male
31306,1,Female
31307,2,Male
31308,1,Male
31309,1,Female
31310,2,Male
31311,1,Female
31312,1,Female
31313,2,Female
31314,1,Female
31315,1,Male
31316,2,Female
31317,1,Male
31318,1,Male
31319,1,Male
31320,1,Female
31321,2,Female
31322,1,Female
31323,1,Female
31324,2,Female
31325,1,Female
31326,2,Female
31327,1,Female
31328,1,Male
31329,1,Female
31330,1,Female
31331,1,Male
31332,1,Female
31333,2,Male
31334,2,Male
31335,1,Female
31336,2,Female
31337,1,Female
31338,2,Female
31339,2,Male
31340,1,Female
31341,2,Female
31342,1,Male
31343,2,Female
31344,2,Female
31345,2,Female
31346,1,Female
31347,2,Female
31348,1,Male
31349,2,Male
31350,2,Female
31351,1,Female
31352,2,Male
31353,1,Female
31354,1,Female
31358,2,Male
31359,2,Female
31360,2,Male
31361,2,Male
31362,1,Male
31363,1,Female
31364,1,Male
31365,1,Female
31366,1,Male
31367,2,Female
31369,2,Male
31370,2,Male
31371,1,Female
31372,2,Male
31373,1,Female
31374,2,Male
31375,1,Female
31376,1,Male
31377,2,Female
31378,2,Male
31379,2,Female
31380,1,Male
31381,2,Female
31382,1,Male
31383,2,Male
31384,2,Female
31385,1,Female
31386,2,Male
31387,2,Male
31388,2,Female
31389,1,Female
31390,2,Male
31391,1,Male
31393,1,Male
31394,2,Male
31395,1,Female
31396,2,Female
31397,1,Female
31398,1,Female
31399,1,Female
31400,2,Male
31401,1,Male
31402,2,Male
31403,2,Female
31404,1,Male
31405,1,Female
31406,2,Female
31407,2,Female
31408,2,Female
31409,1,Female
31410,1,Male
31411,1,Male
31412,1,Male
31413,1,Male
31414,1,Male
31415,2,Male
31416,2,Female
31417,2,Female
31418,2,Male
31419,2,Female
31420,1,Female
31421,2,Male
31422,2,Male
31423,1,Male
31424,2,Female
31425,2,Female
31426,2,Male
31427,2,Female
31428,1,Male
31429,1,Male
31430,2,Female
31431,2,Male
31432,2,Female
31433,2,Male
31434,1,Male
31435,1,Male
31436,2,Female
31437,2,Male
31438,2,Female
31439,2,Female
31440,1,Male
31441,1,Female
31442,1,Male
31443,2,Male
31445,1,Male
31446,2,Female
31447,1,Female
31448,2,Male
31450,1,Female
31451,2,Male
31452,2,Female
31453,2,Male
31454,1,Male
31456,2,Female
31457,2,Male
31458,1,Female
31459,1,Male
31460,1,Male
31461,1,Male
31462,1,Male
31463,1,Male
31464,1,Female
31465,1,Male
31466,1,Male
31467,1,Male
31468,1,Female
31469,2,Female
31470,2,Male
31471,2,Male
31472,1,Female
31473,2,Female
31474,2,Female
31475,1,Female
31476,1,Female
31477,1,Female
31478,2,Female
31479,1,Male
31480,2,Female
31481,2,Female
31482,1,Female
31483,1,Male
31484,1,Female
31485,2,Female
31486,1,Female
31487,2,Male
31488,1,Female
31489,2,Male
31490,1,Male
31491,2,Male
31492,2,Female
31493,2,Male
31494,2,Female
31495,1,Female
31496,2,Male
31497,2,Female
31498,2,Male
31499,2,Male
31500,1,Male
31501,1,Female
31502,2,Female
31503,1,Female
31504,1,Female
31505,1,Female
31506,1,Female
31507,1,Male
31508,1,Female
31509,1,Female
31510,1,Male
31511,2,Male
31512,1,Male
31513,1,Female
31514,2,Female
31515,1,Male
31516,2,Male
31517,2,Male
31518,2,Female
31519,2,Female
31520,1,Female
31521,2,Male
31522,1,Male
31523,1,Male
31524,2,Female
31525,2,Female
31526,2,Female
31527,1,Female
31528,1,Male
31529,2,Male
31530,2,Female
31531,2,Male
31532,1,Male
31533,2,Female
31534,1,Female
31535,2,Male
31536,2,Female
31537,2,Female
31538,2,Female
31539,2,Male
31540,2,Male
31541,2,Male
31543,2,Female
31544,2,Female
31545,2,Male
31546,2,Female
31547,1,Female
31548,1,Male
31549,1,Male
31550,1,Female
31551,2,Female
31553,1,Male
31554,1,Male
31555,1,Female
31556,2,Male
31558,1,Female
31559,2,Female
31560,1,Male
31561,1,Female
31563,2,Male
31564,1,Male
31565,1,Male
31566,1,Male
31567,1,Female
31568,1,Male
31569,2,Female
31570,1,Female
31571,2,Female
31572,1,Male
31573,2,Female
31574,1,Female
31575,1,Female
31577,2,Female
31578,2,Male
31579,1,Male
31580,1,Male
31582,1,Female
31583,1,Male
31584,2,Male
31585,2,Female
31586,1,Male
31587,1,Male
31588,2,Female
31589,2,Male
31590,1,Male
31591,1,Female
31592,2,Male
31593,2,Male
31594,2,Female
31595,1,Female
31596,2,Female
31597,1,Female
31598,2,Female
31599,1,Male
31601,2,Female
31602,2,Female
31603,1,Female
31604,2,Male
31605,1,Female
31606,2,Male
31607,1,Male
31608,1,Male
31609,1,Male
31610,1,Male
31611,1,Male
31612,2,Female
31613,1,Male
31614,1,Female
31615,2,Male
31616,2,Female
31617,1,Male
31618,1,Female
31619,2,Male
31620,2,Male
31621,2,Female
31622,2,Male
31623,2,Female
31624,1,Female
31625,1,Male
31626,2,Female
31627,1,Female
31628,1,Female
31629,1,Female
31630,2,Female
31631,2,Female
31632,2,Female
31633,2,Male
31634,1,Male
31635,2,Male
31636,2,Female
31637,1,Female
31638,2,Female
31639,2,Male
31640,2,Male
31641,2,Female
31642,2,Male
31643,2,Female
31644,1,Female
31645,2,Female
31646,1,Female
31647,1,Female
31648,2,Male
31649,1,Female
31650,2,Male
31651,2,Female
31652,2,Female
31653,2,Male
31654,2,Female
31655,1,Male
31656,2,Male
31657,1,Female
31658,2,Male
31659,1,Female
31660,2,Female
31661,1,Female
31662,2,Female
31663,1,Male
31664,1,Female
31666,1,Male
31667,2,Female
31668,2,Female
31669,2,Male
31670,1,Male
31671,1,Male
31672,2,Male
31673,1,Male
31674,2,Female
31675,1,Female
31676,2,Female
31677,1,Male
31678,1,Male
31679,1,Male
31680,2,Male
31681,1,Female
31682,2,Male
31683,2,Female
31684,2,Male
31685,1,Female
31686,1,Male
31687,2,Male
31688,1,Male
31689,1,Female
31690,2,Female
31691,1,Female
31692,1,Male
31693,2,Female
31694,2,Female
31695,2,Male
31696,2,Male
31697,2,Male
31698,1,Female
31699,1,Female
31700,2,Female
31701,2,Female
31702,1,Male
31703,1,Male
31704,1,Male
31705,2,Female
31706,2,Female
31707,2,Female
31708,2,Male
31709,1,Female
31710,1,Female
31711,2,Female
31712,2,Female
31713,1,Female
31714,1,Male
31715,2,Male
31716,1,Female
31717,2,Female
31718,2,Male
31719,1,Female
31720,2,Female
31721,1,Female
31722,2,Female
31723,2,Male
31724,2,Male
31725,2,Male
31726,2,Female
31727,1,Male
31728,2,Female
31729,1,Male
31730,2,Male
31731,2,Male
31732,1,Male
31733,1,Female
31734,1,Male
31735,1,Female
31736,1,Male
31737,2,Male
31738,2,Male
31739,1,Female
31740,2,Female
31741,1,Male
31742,2,Male
31743,1,Male
31744,2,Male
31745,1,Male
31746,2,Female
31747,1,Female
31748,1,Female
31749,1,Female
31750,1,Male
31751,2,Female
31752,1,Male
31753,2,Female
31754,1,Male
31755,1,Female
31756,1,Female
31757,1,Female
31758,2,Female
31759,2,Male
31760,2,Male
31761,2,Male
31762,2,Male
31763,1,Female
31764,2,Male
31765,1,Female
31766,2,Male
31767,2,Female
31768,1,Male
31769,1,Female
31770,1,Female
31771,1,Male
31772,2,Male
31774,1,Female
31775,1,Female
31776,1,Female
31778,1,Female
31779,1,Male
31780,1,Female
31781,2,Male
31782,2,Female
31783,2,Male
31784,2,Male
31785,2,Male
31786,1,Female
31787,1,Male
31788,2,Male
31789,1,Female
31790,1,Male
31791,1,Female
31792,1,Female
31793,2,Male
31794,2,Male
31795,2,Male
31796,1,Female
31797,1,Female
31798,1,Male
31799,2,Female
31800,2,Female
31801,2,Female
31802,2,Female
31803,1,Female
31804,2,Male
31805,1,Male
31806,1,Male
31807,2,Female
31808,1,Male
31809,2,Male
31810,1,Female
31811,2,Male
31812,2,Male
31813,2,Female
31814,1,Female
31815,2,Male
31816,2,Male
31817,1,Male
31818,2,Male
31819,1,Male
31820,1,Male
31821,2,Female
31822,2,Female
31823,1,Female
31824,2,Male
31825,2,Female
31826,2,Male
31827,2,Male
31828,2,Male
31829,2,Female
31830,2,Male
31831,1,Female
31832,2,Male
31833,1,Male
31834,1,Female
31835,1,Male
31836,2,Male
31837,2,Male
31838,1,Male
31839,2,Male
31840,1,Female
31841,1,Female
31842,2,Male
31843,2,Female
31844,1,Female
31846,1,Female
31847,2,Male
31848,1,Female
31849,2,Male
31850,1,Female
31851,1,Male
31852,2,Male
31853,1,Female
31854,1,Male
31855,2,Male
31856,2,Female
31857,2,Female
31858,1,Male
31859,2,Male
31860,1,Female
31861,2,Male
31862,2,Female
31863,2,Male
31864,2,Female
31865,1,Female
31866,2,Male
31867,2,Female
31868,1,Male
31869,1,Male
31870,2,Female
31871,2,Male
31872,2,Male
31873,1,Female
31874,2,Female
31875,2,Female
31876,2,Female
31877,1,Male
31878,1,Female
31879,2,Female
31880,2,Female
31881,1,Female
31882,1,Female
31883,2,Male
31884,1,Female
31885,2,Female
31886,2,Male
31887,2,Female
31888,1,Female
31889,2,Female
31890,1,Female
31891,2,Male
31892,2,Male
31893,2,Female
31894,2,Female
31895,1,Male
31896,1,Male
31897,1,Female
31898,1,Female
31899,1,Male
31900,2,Female
31901,2,Female
31903,2,Male
31904,1,Female
31905,2,Male
31906,2,Female
31907,2,Male
31908,1,Female
31909,1,Male
31910,1,Male
31912,2,Male
31913,2,Female
31914,1,Female
31915,1,Male
31916,2,Female
31917,2,Male
31918,1,Male
31919,2,Female
31920,2,Male
31921,2,Female
31922,1,Female
31923,1,Female
31924,2,Male
31925,2,Female
31926,2,Female
31927,2,Female
31928,1,Female
31929,2,Male
31931,2,Male
31932,1,Male
31933,2,Male
31934,2,Male
31935,2,Female
31936,2,Male
31937,1,Female
31938,2,Male
31939,1,Female
31940,2,Female
31942,2,Male
31943,2,Female
31944,2,Female
31945,1,Female
31946,2,Male
31947,2,Female
31948,2,Female
31949,1,Female
31950,2,Male
31951,2,Male
31952,1,Female
31953,2,Male
31954,2,Female
31955,1,Female
31956,2,Female
31957,2,Male
31958,2,Male
31959,2,Female
31960,1,Male
31961,1,Male
31962,2,Male
31963,1,Male
31964,1,Female
31965,1,Male
31966,2,Male
31967,2,Male
31968,2,Male
31969,1,Female
31970,2,Female
31971,1,Male
31972,2,Female
31973,1,Male
31974,2,Male
31975,2,Female
31976,2,Female
31977,2,Female
31978,2,Male
31979,1,Male
31980,2,Female
31981,2,Female
31982,2,Female
31983,1,Female
31984,1,Female
31985,2,Male
31986,1,Female
31988,1,Male
31989,1,Female
31990,1,Female
31991,2,Male
31992,1,Male
31993,2,Female
31994,1,Female
31995,2,Female
31996,2,Female
31998,2,Male
31999,2,Male
32000,2,Male
32001,2,Female
32002,2,Female
32003,2,Female
32004,2,Male
32005,1,Female
32006,2,Female
32007,1,Female
32008,1,Female
32009,2,Female
32010,1,Male
32011,2,Female
32012,2,Male
32013,2,Female
32014,2,Male
32015,2,Male
32016,2,Female
32017,2,Male
32018,2,Male
32019,2,Female
32020,1,Female
32021,1,Male
32022,1,Male
32023,2,Male
32024,1,Female
32025,1,Male
32026,2,Female
32027,1,Male
32028,2,Female
32029,1,Female
32030,1,Female
32031,2,Female
32032,2,Female
32033,1,Male
32034,1,Female
32035,1,Male
32036,2,Female
32037,1,Female
32038,1,Male
32039,1,Female
32040,1,Female
32041,2,Male
32042,2,Male
32043,1,Female
32044,2,Female
32045,2,Female
32046,2,Male
32047,1,Male
32048,2,Male
32049,2,Female
32050,1,Female
32051,2,Female
32052,2,Male
32053,1,Male
32054,1,Female
32055,2,Male
32056,1,Male
32057,1,Male
32058,2,Male
32060,1,Male
32061,2,Female
32062,1,Male
32063,1,Female
32064,1,Female
32065,2,Female
32066,1,Female
32067,2,Female
32068,2,Female
32069,1,Male
32070,1,Male
32071,1,Female
32072,2,Male
32073,2,Male
32074,2,Male
32075,2,Female
32076,2,Female
32077,2,Female
32078,2,Female
32079,1,Female
32080,2,Male
32081,2,Male
32082,1,Female
32083,1,Female
32084,1,Female
32085,2,Female
32086,1,Male
32087,2,Male
32088,1,Female
32089,2,Male
32090,1,Male
32091,1,Female
32092,2,Male
32093,1,Female
32094,2,Female
32095,2,Male
32097,2,Female
32098,2,Female
32099,1,Female
32100,1,Male
32101,1,Female
32102,1,Female
32103,1,Male
32104,1,Female
32105,1,Male
32106,2,Female
32107,1,Female
32108,2,Female
32109,1,Female
32110,2,Male
32111,2,Female
32112,1,Female
32113,2,Male
32114,1,Male
32115,2,Female
32116,1,Male
32117,1,Female
32118,1,Male
32119,1,Female
32120,2,Female
32121,1,Female
32122,1,Female
32123,1,Male
32124,1,Female
32125,1,Male
SEQN,RIAGENDR,RIDEXMON
21005,1,Male
21006,2,Female
21007,2,Male
21008,1,Female
21009,1,Female
21010,2,Female
21011,1,Male
21012,1,Female
21013,2,Male
21014,1,Female
21015,1,Female
21016,1,Male
21017,2,Male
21018,2,Female
21019,2,Female
21020,2,Male
21022,2,Male
21023,2,Male
21024,1,Female
21025,2,Male
21026,1,Male
21027,1,Female
21028,2,Male
21029,1,Female
21031,2,Female
21032,2,Female
21033,2,Female
21034,1,Male
21035,1,Female
21036,2,Male
21037,1,Male
21038,1,Female
21039,2,Female
21040,1,Male
21041,1,Male
21042,1,Male
21043,1,Female
21044,2,Male
21045,1,Female
21046,1,Male
21047,2,Male
21048,2,Male
21049,2,Female
21050,1,Female
21051,1,Female
21052,2,Female
21053,1,Male
21054,2,Male
21055,2,Male
21057,1,Female
21058,1,Female
21059,2,Male
21060,2,Male
21061,1,Female
21062,2,Female
21063,1,Male
21064,1,Male
21065,1,Male
21066,2,Male
21067,1,Female
21068,2,Female
21069,1,Male
